CATEGORY,COURSE CODE2,COURSE TITLE,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v
Arts,TU975,Interior Design,632,,,,632,,879,8,Technological University Dublin,#,,
Arts,TU976,Photography,695,,,,695,,926,8,Technological University Dublin,#,,
Arts,TU981,Creative Digital Media,280,,,,282,,318,8,Technological University Dublin,,,
Arts,TU982,Creative Digital Media,320,,311,,311,,352,8,Technological University Dublin,,,
Arts,TU983,Film and Broadcasting,456,,451,,451,,484,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),TU984,Game Design,381,,,,381,,419,8,Technological University Dublin,,,
Journalism and information,TU985,Journalism,322,,,,322,,377,8,Technological University Dublin,,,
Business and administration,TU986,Print Media Technology and Management,289,,,,289,,300,8,Technological University Dublin,,,
Welfare,TU991,Applied Social Studies in Social Care,325,,,,325,,352,8,Technological University Dublin,,,
Social and behavioural sciences,TU992,Community and Youth Development,251,,,,253,,297,8,Technological University Dublin,,,
Welfare,TU993,Early Childhood Care and Education,270,,,,270,,311,8,Technological University Dublin,,,
Welfare,TU994,Early Childhood Care and Education,321,,251,,230,,304,8,Technological University Dublin,,,
Education,TU995,Early Childhood Education,367,,,,367,,409,8,Technological University Dublin,,,
Social and behavioural sciences,TU996,Social Care,400,,,,400,,419,8,Technological University Dublin,,,
Welfare,TU997,Applied Social Care,310,,283,,270,,318,8,Technological University Dublin,,,
Information and Communication Technologies (ICTs),WD001,Applied Computing (options),260,,260,,260,,413,8,Waterford Institute of Technology,,avp,
Physical sciences,WD002,Science (options),308,,,,308,,388,8,Waterford Institute of Technology,,,
Business and administration,WD003,Business,AQA,,171,,AQA,,372,6,Waterford Institute of Technology,,avp,
Health,WD005,Health Sciences (options),280,,,,280,,338,8,Waterford Institute of Technology,,,
Personal services,WD006,Exercise Sciences (options),280,,,,280,,359,8,Waterford Institute of Technology,,,
Engineering and engineering trades,WD007,Engineering (options),288,,288,,288,,409,8,Waterford Institute of Technology,,avp,
Engineering and engineering trades,WD010,Electronic Engineering,181,,,,181,,318,6,Waterford Institute of Technology,,,
Engineering and engineering trades,WD011,Mechanical Engineering,198,,,,198,,341,6,Waterford Institute of Technology,,,
Law,WD013,Legal Studies,177,,,,177,,367,6,Waterford Institute of Technology,,,
Welfare,WD018,Applied Social Care,171,,,,171,,293,7,Waterford Institute of Technology,,,
Personal services,WD019,Recreation and Sport Management,174,,,,174,,309,7,Waterford Institute of Technology,,,
Architecture and construction,WD025,Construction Management and Engineering,269,,,,269,,341,8,Waterford Institute of Technology,,,
Arts,WD027,Music,262,,,,262,,409,8,Waterford Institute of Technology,#,,
Business and administration,WD048,Business (options),271,,,,271,,371,8,Waterford Institute of Technology,,,
"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",WD076,Forestry,243,,,,243,,326,7,Waterford Institute of Technology,,,
Business and administration,WD084,Accounting,308,,,,308,,411,8,Waterford Institute of Technology,,,
Personal services,WD091,Hospitality Management,228,,,,228,,310,8,Waterford Institute of Technology,,,
Architecture and construction,WD094,Architectural Technology,166,,150,,150,,351,7,Waterford Institute of Technology,,avp,
Agriculture,WD096,Horticulture (Waterford - Kildalton),260,,,,260,,389,7,Waterford Institute of Technology,,,
Agriculture,WD097,Horticulture (Dublin - National Botanic Gardens),AQA,,,,AQA,,408,7,Waterford Institute of Technology,,,
Health,WD116,General Nursing,422,,,,422,,451,8,Waterford Institute of Technology,,,
Health,WD117,Psychiatric Nursing,366,,,,366,,388,8,Waterford Institute of Technology,,,
Health,WD120,Intellectual Disability Nursing,377,,,,377,,388,8,Waterford Institute of Technology,,,
Agriculture,WD126,Agriculture,327,,,,327,,430,7,Waterford Institute of Technology,,,
Business and administration,WD134,International Business,290,,,,290,,362,8,Waterford Institute of Technology,,,
Arts,WD137,Design (Visual Communications),271,,,,271,,351,8,Waterford Institute of Technology,,,
Architecture and construction,WD139,Civil Engineering,206,,,,206,,379,7,Waterford Institute of Technology,,,
Law,WD140,Laws,280,,,,280,,367,8,Waterford Institute of Technology,,,
Architecture and construction,WD144,Architecture,284,,,,284,,359,8,Waterford Institute of Technology,,,
Physical sciences,WD147,Pharmaceutical Science,293,,,,293,,390,8,Waterford Institute of Technology,,,
Welfare,WD149,Early Childhood Studies,271,,,,271,,368,8,Waterford Institute of Technology,,,
Law,WD150,Criminal Justice Studies,270,,,,270,,331,8,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD151,Software Systems Development,AQA,,AQA,,AQA,,356,7,Waterford Institute of Technology,,avp,
Arts,WD152,Visual Art,AQA,,,,AQA,,317,8,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD153,Multimedia Applications Development,163,,,,163,,353,7,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD155,Information Technology,211,,,,211,,338,7,Waterford Institute of Technology,,,
Business and administration,WD159,Business,195,,,,195,,388,7,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD161,Computer Forensics and Security,255,,,,255,,380,8,Waterford Institute of Technology,,,
Architecture and construction,WD162,Quantity Surveying,216,,,,216,,306,8,Waterford Institute of Technology,,,
Social and behavioural sciences,WD163,Psychology,434,,,,434,,473,8,Waterford Institute of Technology,,,
Biological and related sciences,WD164,Food Science with Business,309,,,,309,,440,7,Waterford Institute of Technology,,,
Personal services,WD172,Culinary Arts,AQA,,AQA,,AQA,,301,6,Waterford Institute of Technology,,avp,
Personal services,WD173,Hospitality Studies,AQA,,,,AQA,,310,6,Waterford Institute of Technology,,,
Personal services,WD174,Tourism,AQA,,,,AQA,,226,6,Waterford Institute of Technology,,,
Physical sciences,WD175,Pharmaceutical Science,226,,,,226,,392,7,Waterford Institute of Technology,,,
Biological and related sciences,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",222,,,,222,,473,7,Waterford Institute of Technology,,,
Engineering and engineering trades,WD182,Electrical Engineering,AQA,,,,AQA,,302,7,Waterford Institute of Technology,,,
Business and administration,WD184,Retail Management,163,,,,163,,346,7,Waterford Institute of Technology,,,
Personal services,WD186,Sports Coaching and Performance,270,,,,270,,344,8,Waterford Institute of Technology,,,
Welfare,WD187,Social Science,272,,,,272,,348,8,Waterford Institute of Technology,,,
Health,WD188,Applied Health Care,201,,,,201,,349,7,Waterford Institute of Technology,,,
Agriculture,WD191,Agricultural Science,377,,,,377,,420,8,Waterford Institute of Technology,,,
Welfare,WD192,Social Care Practice,270,,,,270,,326,8,Waterford Institute of Technology,,,
Business and administration,WD193,Marketing and Digital Media,271,,,,271,,347,8,Waterford Institute of Technology,,,
Personal services,WD194,Culinary Arts,217,,,,217,,321,8,Waterford Institute of Technology,,,
Architecture and construction,WD195,Architectural and Building Information Modelling Technology,279,,,,279,,367,8,Waterford Institute of Technology,,,
Arts,WD200,Arts (options),AQA,,AQA,,AQA,,336,8,Waterford Institute of Technology,,avp,
Health,WD205,Molecular Biology with Biopharmaceutical Science,228,,,,228,,446,7,Waterford Institute of Technology,,,
Engineering and engineering trades,WD206,Electronic Engineering,179,,,,179,,373,7,Waterford Institute of Technology,,,
Engineering and engineering trades,WD207,Mechanical Engineering,198,,,,198,,365,7,Waterford Institute of Technology,,,
Manufacturing and processing,WD208,Manufacturing Engineering,188,,,,188,,339,7,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD210,Software Systems Development,279,,,,279,,337,8,Waterford Institute of Technology,,,
Information and Communication Technologies (ICTs),WD211,Creative Computing,271,,,,271,,318,8,Waterford Institute of Technology,,,
Personal services,WD212,Recreation and Sport Management,270,,,,270,,349,8,Waterford Institute of Technology,,,
Engineering and engineering trades,WD230,Mechanical and Manufacturing Engineering,253,,,,253,,369,8,Waterford Institute of Technology,,,
